created_at,favorite_count,full_text,lang,quote_count,reply_count,retweet_count
Mon Apr 28 10:56:45 +0000 2025,0,@DianSandiU Kartu As nya ya jokowi sendiri yg punya ijazah nya.. Knp jadi orang lain?.. Mau heran tapi PSI,in,0,0,0
Mon Apr 28 10:55:46 +0000 2025,0,Apa Judul Skripsi Jokowi? Ini Fakta dan Kaitannya dengan Isu Ijazah Palsu https://t.co/0lpUjLrVvd,in,0,0,0
Mon Apr 28 10:53:51 +0000 2025,0,@Lembayung071 @prabowo @jokowi @setkabgoid Balik lagi ke Ina mikirin ijazah lagi ,in,0,0,0
Mon Apr 28 10:53:38 +0000 2025,0,@xquitavee Jadi orang yg menanyakan ijazah pak Jokowi itu gila ya.... Setuju sih,in,0,0,0
Mon Apr 28 10:51:42 +0000 2025,2,@BebySoSweet Kayaknya orang ini akan kecewa karena ijazah Jokowi memang palsu. Coba dipikir-pikir: Selama ini... masuk gorong-gorong difoto ke sawah difoto ke pasar difoto kunjungan keluar negeri difoto . . Tapi ijazahnya gak mau difoto. Kenapa? Karena takut ketahuan palsu.,in,0,0,1
Mon Apr 28 10:49:09 +0000 2025,1,@geloraco Mereka mau menghentikan pembuktian ijazah palsu Jokowi dgn cara menangkap para ahli itu dan yang lain jadi takut untuk meneruskan pembuktian itu. Gratis?? sebuah hil yang mustahal.,in,0,0,0
Mon Apr 28 10:48:30 +0000 2025,1,@regar_op0sisi Jika terbukti ijazah Jokowi palsu maka orang2 tsb harus bertanggungjawab dan dihukum seberat2nya sbb memberikan keterangan n kesaksian palsu,in,0,0,0
Mon Apr 28 10:43:41 +0000 2025,0,@Cassano56786747 @ApriliaLin Di dokumen apa ya Jokowi pernah dinyatakan sbg Drs waktu walikota? Penasaran tiba2 ini masuk ke ranah perdebatan di luar skripsi dan ijazah,in,0,0,0
Mon Apr 28 10:40:05 +0000 2025,9,@Franken_blues BERANI GAK JOKOWI DATANG KE PENGADILAN SAMBIL BAWA BUKTI IJAZAH ASLINYA..?!,in,0,6,1
Mon Apr 28 10:39:47 +0000 2025,0,@alisyarief Gerombolan penghasut &amp; pemfitnah Ijazah pak Jokowi akan tumbang satu per satu. Jangan pernah memfitnah orang benar spt pak Jokowi. Karma akan berbalik menjemputmu,in,0,3,0
Mon Apr 28 10:39:22 +0000 2025,0,@jokowi Menghindari sidang ijazah palsu ya wi,in,0,0,0
Mon Apr 28 10:36:34 +0000 2025,0,Masalah sederhana dibuat rumit. Andaikata benar bahwa ijazah Jokowi palsu siapa saja yang harus dipandang bersalah selain Jokowi sendiri? Bisa jadi Jokowi sendiri malah tidak tahu kalau ijazahnya palsu. https://t.co/JkuPAOWnuw,in,0,0,0
Mon Apr 28 10:35:31 +0000 2025,1,@Bambangmulyonoo Buat apa sih kamu lagi ijazah Jokowi mau direndam diminum buat ngobatin hatimu yg kena kanker ?,in,0,1,0
Mon Apr 28 10:35:22 +0000 2025,1,@dpp_swastika @sharpandshark Sy sih percaya Krn Anies d berhentikan jokowi dr menteri Krn Anies merencanakan menyelidiki kasus ijazah palsu pejabat ternyata iyakan skrg ribut ijazah jokowi d duga palsu,in,0,0,0
Mon Apr 28 10:35:02 +0000 2025,0,@PartaiSocmed Itu yg di depan Pak Jokowi ijazah nya asli gak ya?,in,0,0,0
Mon Apr 28 10:07:55 +0000 2025,3,@KangManto123 Gw lebih percaya ugm lah yg jelas mengatakan ijazah jokowi asli. Lha lu siapa?,in,0,1,0
Mon Apr 28 10:06:16 +0000 2025,1,@ApriliaLin Hati hati buat yang nyebarin berita palsu pencemaran nama baik. Gw curiga ini jokowi sengaja liat siapa aja yang teriak teriak kenceng. Mana mungkin sekelas UGM mengeluarkan ijazah palsu. Dia sudah mengunakan untuk daftar walikota gubernur presiden. Byimak aja.,in,0,0,0
Mon Apr 28 10:05:36 +0000 2025,3,Inilah pentingnya aparat hukum segera memeriksa dan membuktikan keaslian ijazah Jokowi supaya kegaduhan seperti ini selesai,in,0,1,1
Mon Apr 28 10:04:21 +0000 2025,1,@HusainalThariq1 @BradHarizz @jokowi Seiatinya bukan ijazah yg disrang tp legacy dan pemgaruh pak Jokowi mau dihancurkan krn takut Gibran jd presden di 2029. Demgan Jokowi hancur tak ada pemgaruh di 2029. Anda tak tahu siapa di balakang si Tifa Roy Panci dll. Ada badar besar di situ yg main,in,0,1,0
Mon Apr 28 10:03:46 +0000 2025,0,@abu_waras Yuk bantu viralkn si @KRMTRoySuryo @SianiparRismon @DokterTifa cs yg mnuduh ijazah pk jokowi palsu biar di proses hukum..,in,0,0,0
Mon Apr 28 10:02:42 +0000 2025,2,Panda Nababan Minta Bareskrim Panggil Jokowi untuk Tuntaskan Persoalan Ijazah https://t.co/kKg3w9ia28,in,0,0,0
Mon Apr 28 10:01:41 +0000 2025,1,@HusainalThariq1 @BradHarizz @jokowi Terus apa otoritas atu kewenangan nya memgintimidasi orang untuk lihatkan Ijazah nya. Jgn kan pak Jomowi saya pun jngkan ijazah KTP saja tanpa otoritas tak akan perlihatkan . Sedangkan yg sudah beredar saja banyak diedit .Koma saja disalahkan.,in,0,1,0
Mon Apr 28 10:01:17 +0000 2025,1,@grok @kingcorelimited @Mansurahman_010 @jokowi Sebelum sipenmaru dulu namanya SKALU seleksi khusus untuk lulusan.... Saya ragu dg grok . Ijazah dg pas foto orang lain kok d aku2.....aneh....,in,0,1,0
Mon Apr 28 10:01:07 +0000 2025,0,@Lembayung071 @prabowo @jokowi @setkabgoid dari sekian banyak yang minta untuk berfoto ada segelintir orang dalam hatinya berbicara.. ijazah lu sebenernya ada atau ngga?? asli atau ngga cuma ga berani bilang langsung aja ,in,0,1,0
Mon Apr 28 09:57:41 +0000 2025,0,@PngAdilnR4kyt Kalau terbukti Ijazah Jokowi palsu dia harus dihukum berat dan partai yg mengusung dia harua dibubarkan. Tapi kalau ternyata tidak terbukti dia tidak lulusan UGM yg fitnah seperti Roy Rismon Tifa dan media yg menyebarkan fitnah harus dihukum berat,in,0,0,0
Mon Apr 28 09:52:18 +0000 2025,0,@democrazymedia Ter GBLK kata survey &amp; ijazah,in,0,0,0
Mon Apr 28 09:51:50 +0000 2025,0,@hnirankara NAJISS SAMA SI PIGAI BANGSATTTTT GAK IKHLAS DENGAN NONCHALANTLY LO DATENG KESITU SETELAH BANYAK DOSAAA YANG LO LAKUINN ANJJJ FOTO IJAZAH LO BANGSATTT @jokowi najis banget dah pemakaman suci yang di utus manusia kek gitu,in,0,0,0
Mon Apr 28 09:49:47 +0000 2025,0,SOSOK Dumatno Budi Utomo yang Diklaim Roy Suryo Fotonya di Ijazah Jokowi Alumni STIES Bukan UGM Baca selengkapnya di https://t.co/5NNkUVjT2W https://t.co/8CYADwn3Yj,in,0,0,0
Mon Apr 28 09:48:44 +0000 2025,1,@Dani97aza @democrazymedia Halo PH jokowi! Pihak pdip terbuka menyatakan ijazah jokowi palsu. Menghasut atau apa...???,in,0,0,0
Mon Apr 28 09:47:43 +0000 2025,10,@aewin86 Lu tanya saja ke jokowi langsung wing daripada cape terus berusaha menjamin keaslian ijazah sesembahanmu dg terus ikut menebak2 kebenarannya lewat sia nu dan si anu,in,0,0,0
Mon Apr 28 09:44:48 +0000 2025,0,@aewin86 Memang Ahok tau keaslian ijazah yg dibawa Jokowi,in,0,0,0
Mon Apr 28 09:37:29 +0000 2025,30,@SianiparRismon Setelah saya menonton beberapa video anda tentang analisa ilmiah ijazah palsu jokowi dengan data akurat tergerak hati saya untuk mengirim video pendek ini untuk melengkapi bukti atau pembanding jika di perlukan https://t.co/NfqZAznQ9N,in,1,6,11
Mon Apr 28 09:35:53 +0000 2025,0,Dengan demikian karier Jokowi telah habis jika ada pendaftaran apapun yang harus menyertakan ijazah yang menjadi persyaratan utamanya. Misalnya menjadi calon sekjen PBB atau lembaga2 Dunia lainnya. Termasuk Danantara jika ada persyaratan harus punya ijazah. https://t.co/jo0Rp8qqcv,in,0,0,0
Mon Apr 28 09:34:17 +0000 2025,1,UJI NYALI BALADA IJAZAH PALSU JOKOWI https://t.co/dsFWTiX1K9,in,0,0,0
Mon Apr 28 09:33:55 +0000 2025,0,@OneLove4Human @alisyarief Yaa... yg mereka sebar ke media itu kan buktinya Mereka foto langsung skripsi jokowi pas dateng ke UGM Mereka analisi foto ijazah dari kader psi yg katanya asli Kalo mau buktiin mereka salah yaa kasih unjuklah ijazah yg asli Baru dipidanakan...,in,0,1,0
Mon Apr 28 09:32:27 +0000 2025,0,Sebetulnya Ario Bimo tahu apa yg terjadi. Karena ada resiko besar jika terbukti ijazah Jokowi palsu maka semua file yg pernah ada dihilangkan atau dihapus. Oleh sebab itu ijazah palsu ini akan menjadi opini yg abadi. Artinya Jokowi telah dihabisi oleh keberadaan ijazah palsunya. https://t.co/UAhmMQ9Ebn,in,0,1,0
Mon Apr 28 09:30:50 +0000 2025,3,@STresnowati1 @jokowi Presiden itu jabatan publik sepatutnya rakyat tahu apakah presidennya itu pernah sekolah atau tidak. Bila ia tidak pernah sekolah pastilah tidak dapat memperlihatkan ijazah aslinya...,in,0,0,1
Mon Apr 28 09:27:23 +0000 2025,0,Panda Nababan Samakan Kasus Ijazah Jokowi dengan Fufufafa: Spektakuler Tapi Tak Diusut Tuntas https://t.co/i5sy9qgrAn,in,0,0,0
Mon Apr 28 09:25:27 +0000 2025,0,@UGMYogyakarta Bu rektor sebaiknya segera buat tim pencari fakta kronologi penerbitan ijazah Jokowi karena situasinya sangat buruk bagi kredibilitas UGM. Akan lebih baik berlaku jujur dari pada ditelanjangi publik itu sangat memalukan.,in,0,0,0
Mon Apr 28 09:24:00 +0000 2025,0,@alisyarief Si Rismon ini blm ketemu Jokowi dan mengklarifikasi secara langsung soal ijazah kog sdh bilang ijazah palsu. Peneliti macam apa ?,in,0,1,0
Mon Apr 28 09:23:43 +0000 2025,3,@blue_berets7 Iya betul sekali ijazah jokowi asli 1000000% asli dri hongkong masih diungkep digorong.gorong,in,0,0,0
Mon Apr 28 09:21:24 +0000 2025,0,@Chynthia_K Bukannya sdh prnh ditelusuri drSMA nya. Fotokopi ijazah SMU tertera jls nm ortu alamat no induk.. G usah terbawa arus mereja2 yg pingin lihat ijazah jokowi ternyata yg punya kepentingan tertentu utk ijazah kuliah g penting bagiku to syarat min lulusan SMU. Bukan lulusan PT.,in,0,0,0
Mon Apr 28 09:20:01 +0000 2025,1,Roy Suryo Dilaporkan Soal Hasutan Ijazah Jokowi Palsu Pelapor: Tak Ada Arahan dari Siapapun https://t.co/wJCkx6Kil4,in,0,0,0
Mon Apr 28 09:19:55 +0000 2025,4,@Lembayung071 @prabowo @jokowi @setkabgoid Silahkan smpe puas foto saya asal jangan foto ijazah saya ,in,0,0,0
Mon Apr 28 09:17:58 +0000 2025,1,PDIP Irit Bicara Soal Polemik Ijazah Palsu Jokowi Pengamat Politik: Ini Soal Kepantasan https://t.co/DheBBeLDFO #RadarJabar #PDIP #ijazahpalsu #JokowiPenipuIjazah #UGMBegundalJokowi #UGM,in,0,0,0
Mon Apr 28 09:11:59 +0000 2025,1,@DokterTifa @KRMTRoySuryo2 @SianiparRismon pokoknya jokowi dan gibran wajib masuk penjara karena zholim penjarakan 2 orang yang dulu menggugat ijazah palsunya,in,0,0,0
Mon Apr 28 09:09:41 +0000 2025,0,@Gunawan75_ @tribunnews Pade kesetanan ijazah jokowi,in,0,0,0
Mon Apr 28 09:08:21 +0000 2025,23,Polisi Periksa Pelapor Roy Suryo Cs Terkait Polemik Ijazah Jokowi https://t.co/IWVLvLiGs9,in,0,2,20
Mon Apr 28 09:08:08 +0000 2025,0,@Dzamrud999 @ApriliaLin Jika penggugat merasa ijazah Jokowi palsu maka harus ada bukti kuat yang mendukung klaim tersebut bukan sekadar spekulasi atau asumsi.,in,0,1,0
Mon Apr 28 08:39:00 +0000 2025,0,Sosok Dumatno Budi Utomo yang Disebut Roy Suryo sebagai Pria yang Fotonya Ada di Ijazah Jokowi #ijazahJokowi #Jokowi #RoySuryo https://t.co/vwj78pYNkO lewat @tribunkaltim,in,0,0,0
Mon Apr 28 08:37:44 +0000 2025,1,@PartaiSocmed Mending lu ikut jdi saksi ijazah asliny jokowi deh biar nyatu lu bareng herkules silfester,in,0,0,0
Mon Apr 28 08:36:16 +0000 2025,0,@ChocoMintExp @jennieyaaaahhhh Karena jokowi nggak nunjukin ijazah asli‍️‍️,in,0,0,0
Mon Apr 28 08:34:51 +0000 2025,22,@ApriliaLin Untuk mengakhiri perdebatan publik semestinya Pak Jokowi tinggal menunjukan ijazah dan transkrip asli ke kepada yg meragukan ke aslinya agar masalah cepat selesai,in,1,5,1
Mon Apr 28 08:30:00 +0000 2025,25,Gugatan Ijazah Palsu Berlanjut ke Proses Mediasi Jokowi akan Hadir dan Tunjukkan Ijazah? https://t.co/K35jd9SNqX,in,2,31,9
Mon Apr 28 08:28:59 +0000 2025,0,@PartaiSocmed Ya udah...tunjukin aja ijazah pal jokowi dr rumahnya ...,in,0,0,0
Mon Apr 28 08:23:45 +0000 2025,0,Pakar: Polemik Ijazah Palsu Jokowi Pengalihan Isu! Ki Darmaningtyas ingatkan publik agar tidak terjebak polemik ijazah palsu Jokowi! Baca selengkapnya di: https://t.co/YkPSSkn3Zs #PakarPendidikan #Jokowi #IjazahPalsu #IjazahJokowi #AyoSemarang #BeritaViral #PengalihanIsu,in,0,0,0
Mon Apr 28 08:21:07 +0000 2025,0, Fedi Nuril Kritik Menohok Soal Ijazah Jokowi! Soroti langkah hukum Jokowi dalam polemik ijazah palsu. Baca selengkapnya di: https://t.co/lkrC1XAAd8 #FediNuril #Jokowi #IjazahPalsu #BeritaViral #AyoSemarang #IjazahJokowi,in,0,0,0
Mon Apr 28 08:19:25 +0000 2025,0,Roy tidak perlu dipolisikan...tapi dipolusikan . Omongannya kaya' knalpot brong. Tuding Ijazah Jokowi Palsu Berujung Roy Suryo Dipolisikan https://t.co/itLw5AqTFj,in,0,0,0
Mon Apr 28 08:18:40 +0000 2025,0,UGM Siap Bongkar Fakta Ijazah Jokowi di Pengadilan! Polri sudah kontak UGM terkait dugaan ijazah palsu Jokowi. Siapa saja yang terlibat? Baca selengkapnya di: https://t.co/Ln5jF2yWxj #Jokowi #UGM #IjazahPalsu #Polri #IjazahJokowi #AyoSemarang #KabarTerbaru #Viral,in,0,0,0
Mon Apr 28 08:16:38 +0000 2025,2,Lucu lihat wajah wajah yg ngomong ijazah Jokowi asli.,in,0,0,0
Mon Apr 28 08:13:53 +0000 2025,2,@akbarfaizal68 Kl soal ijazah saya fair aja kl Jokowi mmg alumnus @UGMYogyakarta dan berijazah. Soal yg lainnya tentu sy mengkritik ybs sesuai kesalahan. Sy tdk menampik kl sebelumnya mendukung Jokowi 2 periode tapi tdk mengabaikan jg mengkritik ybs pd putusan2 yg merugikan masy. banyak.,in,0,0,0
Mon Apr 28 08:08:49 +0000 2025,5,SEBENARNYA SIAPA YANG BUAT GADUH ATAS IJAZAH JOKOWI ..... KOK HAL YANG SEDERHANA SAMPE GONJANG GANJING INDONESIA @RickyKardjono @SimbokeSarah @S52527Sakti @Pray__93 @WillySoegara @Papatia9 @has_meliala @OMB4K13 @OmpungGuru @AnggodoJosh https://t.co/jen8OcrtnZ,in,1,2,1
Mon Apr 28 08:02:56 +0000 2025,2,@ApriliaLin gak bakal naik sih ngab si jokowi ketakutan bisa repot kalo ketahuan ijazah palsu,in,0,1,0
Mon Apr 28 08:02:16 +0000 2025,47,@Dzamrud999 @ApriliaLin kasus ijazah Jokowi sebenarnya tidak sesederhana sekadar memperlihatkan ijazah meskipun di permukaan tampaknya begitu. Tapi dalam proses hukum dan politik tidak sesederhana itu. kalau tau orang awam y pasti lah simple. tapi orang yg ngerti politk dan hukum beda lagi,in,0,3,0
Mon Apr 28 07:59:21 +0000 2025,1,@CKamelius @Chynthia_K Mereka sudah membuktikan dan meneliti ijazah Jokowi palsu lantas bagaimana cara membandingkan klo ijazah yg dituduh tidak bisa dihadirkan ? Siapa yg akan masuk penjara? ,in,0,1,0
Mon Apr 28 07:58:09 +0000 2025,0,@fakcops1312 @aewin86 Nah ini malah ada org bego komen trus ijazah UGM semua diakui kecuali ijazah pak Jokowi gitu? Ngakak guweh......,in,0,1,0
Mon Apr 28 07:55:51 +0000 2025,1,SOLO https://t.co/9suRerF5kG - Penggugat ijazah #Jokowi Zaenal Mustofa (ZM) menyatakan pengunduran dirinya dari tim pengacara Tolak Ijazah Palsu Usaha Gakpunya Malu (TIPU UGM) setelah ditetapkan menjadi tersangka kasus pemalsuan dokumen. Sumber : https://t.co/umnTDo4dss https://t.co/s6y4HwFSk9,in,0,0,0
Mon Apr 28 07:53:51 +0000 2025,0,Update Info Ijazah Jokowi: Laporan Terhadap Roy Suryo Cs Mulai Diproses Polisi Periksa Dua Saksi #TribunKaltim #IjazahJokowi #RoySuryo https://t.co/XwCDlu916R lewat @tribunnews,in,0,1,0
Mon Apr 28 07:53:07 +0000 2025,4,Untuk semua yg menganggap Ilmiah bahwa Ijazah Jokowi palsu silakan menyimak thread ini. Ini penjelasan yg ilmiah terstruktur dan punya dasar keilmuan. Bukan asbun atau asal ngaku Doktor Pastinya bukan buzzer mana ada buzzer yg sistematis faktual?,in,1,0,3
Mon Apr 28 07:49:54 +0000 2025,0,@ApriliaLin Laaah kemarin di suruh nunjukin ke PN.Surakarta malah ke Vatikan biar tidak menjadi Fitnah tunjukkan lah biar tidak runyam terus kan DR.Rismon jg enga ngasal lah dia menyelidiki mempelajari bahwa benar tidak ijazah Jokowi itu ASPAL.,in,0,0,0
Mon Apr 28 07:49:07 +0000 2025,0,@Boediantar4 Modal comot foto ijazah jokowi dari Sosmed plus d edit lg terus d pake koar2 untuk menjatuhkan jokowi n kel mereka memaksakan kebohongan menjadi kebenaran makanya tiap hari d suarakan biar rakyat percaya,in,0,0,0
Mon Apr 28 07:41:23 +0000 2025,0,@blue_berets7 Bodoh Jika masalah Ijazah dan Gelar Palsu Jokowi dari UGM ini penegak Hukum tdk bs menyelesaikan. Pemerintah di bubarkan dan Atur strategi baru bagi Indonesia menjadi 3 Bagian. Indonesia Bagian Barat Tengah dan Timur.Presiden sebagai kepala Negara di bantu 3 Perdana Menteri,in,0,0,0
Mon Apr 28 07:36:35 +0000 2025,0,@jokowi Pak Mulyono yang terhormat Jika tiam kuasa hukum anda menuntut hukum atas isu ijazah palsu sebaiknya obyek laporannya tentang apa yang menjadi isu jangan delik perkara pencemaran nama baik penghasutan &amp; UU ITE. Nggak akan ketemu pak..! Kami sudah muak dgn drama ini. ASU tenan,in,0,0,0
Mon Apr 28 07:36:05 +0000 2025,332,ahok juga paham ijazah pak jokowi asli kan barengan daftar ke KPU saat nyagub di DKI.,in,9,117,51
Mon Apr 28 07:34:09 +0000 2025,82,@ApriliaLin Wkwkwkwk kaum pemuja ijazah &amp; skripsi yg katanya asli melawan para analis yg mengatakan kemungkinan ijazah jokowi palsu sang pemilik ijazah orangnya ya itu kualitasnya ya begitu intrlektualnya ya segitu penguasaan bahasanya ya gitu2 sdh pada lihat kan? Nah pantes tidak? ,in,0,0,1
Mon Apr 28 07:30:26 +0000 2025,33,@ApriliaLin Next apa lagi ya setelah keributan ijazah ini selesai? Jokowi harus tunjukkan akta kelahiran!! Jokowi harus tunjukkan akta kelahiran orang tua!! Dll dsb,in,0,8,2
Mon Apr 28 07:30:18 +0000 2025,0,@hambattusauda @PratiwoTan @ApriliaLin Lah katanya dia wisuda thn 85 bisa dibandingkan sama ijazah jokowi yg katanya palsu.,in,0,1,0
Mon Apr 28 07:29:31 +0000 2025,0,jokowi arus gra menujukkan ijazah alinya ke pengadilan https://t.co/0MNGD3NDjc,in,0,0,0
Mon Apr 28 07:27:06 +0000 2025,1,@Nabilla_Safina Cok cok iki onok masalah ruu tni ihsg seng dimasalahke uwong ijazah tolol tolol Koyok jokowi kesalahane mek iku tok,in,0,0,0
Mon Apr 28 07:26:14 +0000 2025,1,@S4N_W1B1 Sudah semakin terang benderang Kepalsuan jokowi atas ijazah palsu Rakyat menuntut Segerakan 1. Periksa jokowi 2.Adili jokowi,in,0,0,1
Mon Apr 28 07:25:17 +0000 2025,0,@ILCTalkshow Sudah semakin terang benderang Kepalsuan jokowi atas ijazah palsu Rakyat menuntut Segerakan 1. Periksa jokowi 2.Adili jokowi,in,0,0,0
Mon Apr 28 07:24:56 +0000 2025,10,Dueterte diadili dan ditahan di Belanda. Jokowi diutus ke Vatikan untuk kabur dari pengadilan,in,0,1,8
Mon Apr 28 07:23:37 +0000 2025,76,@ApriliaLin Thread kau panjang lebar tak da faedahnya. Itu Jokowi tinggal ajak pejabat yg berkompeten ntah itu; DIKTI rektorat UGM atau siapapun plus media bikin press confrence tunjukin ijazah yg dia punya bahkan bersedia utk diuji keasliannya oleh pakar yg independen.,in,1,5,3
Mon Apr 28 07:23:31 +0000 2025,0,Sudah semakin terang benderang Kepalsuan jokowi atas ijazah palsu Segerakan 1. Periksa jokowi 2.Adili jokowi,in,0,0,0
Mon Apr 28 07:23:21 +0000 2025,3,https://t.co/7SeAyNTHeQ Belakangan ada info Kapolri terlibat skandal penghancuran PDIP bersama Presiden era sebelum 2024. Jika benar hampir dipastikan Kapolri tidak akan pernah beri perintah untuk uji forensik. *#dukungujiforensik ijazah &amp; skripsi Jokowi.,in,0,0,0
Mon Apr 28 07:22:01 +0000 2025,2,@NaniBudi261226 @PratiwoTan @ApriliaLin otakmu yg ribet....salahkan otakmu! kalo mau simpel...UGM sudah konfirmasi itu ijazah Jokowi asli dan dia alumni... sekarang tinggal kamu yg mutusi mau ikuti otakmu atau ikuti UGM?,in,0,1,1
Mon Apr 28 07:21:58 +0000 2025,1,Kenapa pdip diam soal ijazah palsu jokowi?,in,0,0,0
Mon Apr 28 07:18:41 +0000 2025,1,@Franken_blues Udh ga usah melebar cok. Ti ggal lu jawab.. Cb jelaskan history jokowi dapet ijazah ugm.? Wkwkkw.. Makan tu,in,0,0,0
Mon Apr 28 07:18:17 +0000 2025,5,@ApriliaLin Ahli² digfor bersertifikat itu sibuk dgn SOP nya tanpa mau menjalankan saran SOPnya sendiri. Coba lah GC/MS dan mikroskop kan itu ijazah jokowi apa gk ketawa kita forensik kimia jadi sub digital forensik. Counter-example counter-argument minus counter-metodologi. Eee tahe.,in,0,0,1
Mon Apr 28 07:17:25 +0000 2025,0,@SigitWasito8 Blok. Suruh jokowi dtg k pengadilan dan bawa ijazah punya dia. Bukan ijazah orang lain. Beres masalah.,in,0,0,0
Mon Apr 28 07:15:54 +0000 2025,1,@RyaWiedy @Abe49165Abel Protokoler Jokowi di utus sebagai apa ? Modin paus Atau alibi untuk menghindari ijazah palsu https://t.co/nwsTwgvPlW,in,0,0,0
Mon Apr 28 07:12:22 +0000 2025,0,@Vr1_Gim HEY...IMAD LU PKI ?? ELU YG MEMBALIKKAN FAKTA ELU YG ADU DOMBA SPY BERANTEM LU NUDUH ORANG LAIN. BUKTI BHW LU MEMANG PKI !!. LUARNYA AJA LU KAYA KYAI OTAK LU JAHAT PKI !! SAUDARA JAHAT LU : PENJAHAT NKRI BANDIT JOKOWI PKI!! MUKIMAD DG TESIS ABAL2 MUKIDI DG IJAZAH PALSU !! https://t.co/i4cy0mk4t9,in,0,0,0
Mon Apr 28 07:11:15 +0000 2025,5,@Lembayung071 @prabowo @jokowi @setkabgoid habis ketahuan ijazah palsu jokowi para pemujanya langsung berak di celana ,in,0,0,0
Mon Apr 28 07:10:35 +0000 2025,1,@Lembayung071 @prabowo @jokowi @setkabgoid sidang gugatan ijazah palsu menunggu,in,0,0,0
Mon Apr 28 07:09:15 +0000 2025,0,@ratu_adil saya lagi menyimak alur rekayasa yang diakrobatin oknum penggugat ijazah Jokowi ada yang janggal kenapa dari soal ijazah Jokowi beralih ke soal Jessica Wongso ? satu sirkel lagi main drama pro dan kontra akrobat agen,in,0,0,0
Mon Apr 28 07:07:52 +0000 2025,1,Polisi Periksa Pelapor Roy Suryo Cs Terkait Polemik Ijazah Jokowi https://t.co/YTNrt5N5u0,in,0,1,0
Mon Apr 28 07:03:26 +0000 2025,51,@ApriliaLin Ayo @prabowo gegara ijazah dungu bebal 2 rakyatmu telah nyata2 dipenjara pun ijazahnya yg jd penyebabnya tak pernah nyata hadir dimuka hukum. Ayo @prabowo stop praktek korup hukum yg hanya lindungi kepentingan @jokowi Tegakkan hukum dg adil n beradab,in,0,4,1
Mon Apr 28 07:02:30 +0000 2025,0,Roy Suryo Dilaporkan ke Polres Jaksel Terkait Isu Ijazah Palsu Jokowi https://t.co/htDPr5P8FF,in,0,0,0
Mon Apr 28 07:00:36 +0000 2025,0,Dokter Tifa Makin Garang Usai Dilapor Soal Ijazah Palsu Jokowi Ajak Roy Suryo dan Rismon Sianipar https://t.co/iKMtCmq0Fd,in,0,0,0
Mon Apr 28 06:59:44 +0000 2025,5,Kartu AS Jokowi di Isu Ijazah Sosok Ini Bisa Buktikan Benar-benar Lulusan UGM Tahun 1985 https://t.co/h2qJWoAoDs #suaramerdeka #suaramerdekadaily #suaramerdekanetwork #suaramerdekapantura,in,0,0,0
Mon Apr 28 06:59:15 +0000 2025,0,@democrazymedia Dugaan pemalsuan ijazah oleh pejabat negara harusnya dilaporkan ke polisi bukan digoreng di medsos dianalisa olh org yg kompetensinya diragukan. Sdh betul jika Jokowi sbg pihak yg dirugikan membawa penyebar isu ini ke pengadilan shg keputusannya bisa mengikat ke semua orang.,in,0,0,0
Mon Apr 28 06:52:26 +0000 2025,0,Polisi Periksa Pelapor Roy Suryo cs Terkait Dugaan Ijazah Palsu Jokowi https://t.co/l7gEUj2tEu,in,0,0,0
Mon Apr 28 06:50:33 +0000 2025,1,@blue_berets7 yang masalahnya ijazah Jokowi tidak bisa ditunjukin seperti mereka bebas itu masalahnya bro,in,0,0,0
Mon Apr 28 06:49:54 +0000 2025,8,@Lembayung071 @prabowo @jokowi @setkabgoid Ayo saatnya hadir di sidang ijazah palsunya ya pakde biar kelihatan jantan negarawan,in,0,0,0
Mon Apr 28 06:49:21 +0000 2025,1,@ganang_asf @regar_op0sisi @Guz_Octa @jokowi Siapa yg bisa pastikan mereka beneran teman seangkatan dan siapa bisa pastikan ijazah2 yg dipamerkan itu juga asli... sy tanya sama kamu kira2 uang 1 Trilyun cukup nggak buat bikin segepok ijazah palsu atau 2 T... ingat korupsinya bisa sampai 1000 T ... gimana masih kurang?,in,0,1,0
Mon Apr 28 06:48:45 +0000 2025,2,@ApriliaLin Gw sih msh yakin ijazah Pak Jokowi ya Asli cm beliau menikmati sorotan gratis jd yaa kena jebakan yg mempertanyakan keaslian Ijazah,in,0,0,0
Mon Apr 28 06:48:41 +0000 2025,3,@ommi_siregar Jangan2 Jokowi yg minta lumayan menghindari sidang ijazah palsu,in,0,0,0
Mon Apr 28 06:46:37 +0000 2025,6,Saya sedang ketawa ketiwi membayangkan mediasi ijazah palsu. Apakah Jokowi akan hadir tunjukkan ijazah asli? Tak mungkin deh. Dua kan gak punya ijazah asli. #2025LengserkanGibran 24/4/2025: Penggugat minta Jokowi hadir saat mediasi #2025LengserkanGibran #JokowiGakUsahPulang https://t.co/0DqFhuK8Wa,in,0,0,5
Mon Apr 28 06:46:30 +0000 2025,1,@regar_op0sisi @visiau_back01 Mau sejuta orang pamerin ijazahnya nilainya nol! buat menentukan keaslian ijazah Jokowi yang masih disembunyikan itu...,in,0,0,0
Mon Apr 28 06:42:58 +0000 2025,2,Roy Suryo-Dr Tifa dkk Dipolisikan Terkait Tuduhan Ijazah Palsu Jokowi #newsupdate #update #news #text https://t.co/BZsEgGPmby,in,0,3,1
